Power_On_Hours,Total_TBW_TB,Total_TBR_TB,Temperature_C,Percent_Life_Used,Media_Errors,Unsafe_Shutdowns,CRC_Errors,Read_Error_Rate,Failure_Mode,Failure_Flag
12599,3164.02,669.52,58.9,89.4,11,1,1,16,5,1
19029,524.96,241.99,46.39,83.94,6,2,15,5,4,1
28836,2074.29,1824.67,57.24,94.04,5,2,1,4,1,1
18940,168.69,1727.96,36.59,55.93,1,3,24,6,4,1
1108,1741.64,1149.17,48.42,62.73,1,5,13,4,4,1
14620,907.98,1197.97,53.58,90.32,1,5,17,6,4,1
18593,1925.12,1117.47,50.26,16.35,0,2,20,5,4,1
7706,344.5,248.91,58.87,33.28,4,11,3,5,3,1
29140,4471.35,2620.27,45.53,134.21,2,1,3,2,1,1
5681,1177.84,355.99,52.65,74.64,0,0,0,0,0,0
2264,735.61,302.47,61.63,40.65,9,4,1,3,3,1
12344,323.78,273.83,46.97,20.06,0,1,0,0,0,0
13111,67.96,449.65,35.58,22.63,2,0,25,8,4,1
2343,688.17,764.83,51.3,27.37,0,1,0,0,0,0
6509,280.71,368.83,58.04,58.84,7,12,2,5,3,1
8956,725.92,1040.46,66.0,35.42,2,1,18,4,4,1
1010,479.65,689.71,37.5,51.88,0,0,0,0,0,0
5916,742.12,170.79,62.6,33.94,4,11,3,7,3,1
4291,432.2,564.22,62.16,48.85,6,6,1,1,3,1
14364,4516.65,1359.86,65.59,98.95,6,1,1,3,1,1
10600,1824.34,1543.57,49.39,108.43,1,1,15,4,4,1
5167,598.02,973.84,53.02,67.26,1,3,26,2,4,1
19418,1199.81,164.56,37.71,27.04,1,2,21,3,4,1
8174,445.25,1971.0,97.15,95.27,5,2,0,1,2,1
8165,3992.89,3384.65,48.46,85.83,2,2,3,4,1,1
6557,272.38,158.94,68.44,80.6,0,2,21,7,4,1
2924,296.18,511.95,25.18,71.3,6,5,4,3,3,1
24673,1262.73,1726.97,92.52,75.28,2,3,0,1,2,1
13444,2620.18,2272.05,59.36,43.99,14,6,4,18,5,1
10754,552.0,586.32,35.7,13.14,0,0,0,0,0,0
4887,296.24,520.39,42.09,17.73,0,1,0,0,0,0
37617,1410.25,1361.09,67.14,98.33,2,3,3,0,1,1
14395,2225.43,2831.6,63.55,131.27,16,3,2,27,5,1
20497,2953.97,505.3,58.91,45.94,11,3,1,20,5,1
2101,517.09,556.8,42.97,21.95,0,0,0,0,0,0
5892,177.01,145.54,31.36,42.66,7,13,3,3,3,1
14486,1252.89,1406.61,57.83,21.51,1,3,20,4,4,1
8797,3446.69,2332.94,37.76,138.73,6,4,0,21,5,1
17670,2562.18,560.91,76.56,35.5,18,2,2,27,5,1
18835,938.58,1459.64,61.79,80.77,3,3,27,4,4,1
11546,1779.39,2646.53,66.21,32.28,9,2,3,24,5,1
5163,426.31,252.22,44.73,36.03,5,14,1,4,3,1
16771,543.78,709.78,69.59,116.1,16,1,3,18,5,1
456,868.6,97.25,50.39,58.58,0,1,0,0,0,0
16925,1739.09,1536.89,79.85,92.93,2,3,0,2,2,1
16895,969.97,1042.72,75.64,95.77,1,0,2,0,2,1
312,427.38,121.8,44.78,70.37,2,12,0,2,3,1
34592,3218.1,1435.93,56.49,112.16,3,1,0,1,1,1
7170,315.68,157.17,38.8,23.75,4,4,2,3,3,1
24082,2869.06,525.05,48.69,137.68,16,6,1,20,5,1
1084,314.66,728.83,42.79,8.18,0,2,0,0,0,0
16003,343.28,1040.52,28.45,35.66,1,1,22,3,4,1
16383,1668.28,1249.03,99.76,78.28,1,1,0,0,2,1
12983,99.83,1746.93,69.11,94.4,1,1,17,5,4,1
4920,1050.15,257.17,32.9,0.05,0,2,0,0,0,0
21492,2239.95,1643.23,94.95,40.46,3,2,3,4,2,1
7505,1220.3,1692.58,92.54,55.55,6,1,0,2,2,1
19772,274.93,1285.72,54.99,106.87,2,3,18,8,4,1
2758,102.36,547.11,50.85,47.22,0,0,0,0,0,0
24482,2190.16,2817.63,48.18,47.58,13,1,2,25,5,1
3549,1987.89,1366.13,30.14,24.65,1,2,16,2,4,1
6048,457.76,24.89,60.3,50.38,4,12,3,2,3,1
8740,2285.15,687.89,90.92,62.94,0,2,3,0,2,1
406,669.39,375.69,33.21,79.8,5,10,2,2,3,1
24644,1118.65,1718.1,99.59,113.04,1,3,1,1,2,1
6084,79.01,454.58,31.77,54.17,5,7,0,6,3,1
23319,1776.43,2938.85,49.23,97.87,2,2,2,2,1,1
35100,868.89,2603.12,42.02,94.66,2,2,0,2,1,1
9640,790.44,475.6,79.85,63.16,5,1,0,4,2,1
13995,1131.85,653.15,43.23,41.02,0,0,0,0,0,0
26474,1705.1,696.62,66.41,90.2,3,4,0,4,1,1
19378,278.73,2867.02,76.77,73.83,18,5,1,27,5,1
24544,3596.29,2289.31,71.68,132.9,1,0,0,3,1,1
1238,554.26,429.09,33.73,36.4,7,10,2,2,3,1
15334,102.49,1711.77,35.55,43.49,0,6,20,6,4,1
49938,3605.22,2466.03,61.09,119.42,3,2,2,4,1,1
9986,799.01,406.13,31.48,59.57,2,3,32,4,4,1
5662,106.62,1571.68,67.82,98.63,3,1,21,5,4,1
19513,1615.37,791.61,57.47,76.76,2,1,18,5,4,1
6691,502.84,401.48,34.4,11.76,0,0,0,0,0,0
25276,2134.76,2813.12,45.21,110.4,4,2,2,7,1,1
10165,854.41,1347.96,98.2,97.58,1,3,1,0,2,1
7846,607.04,281.94,44.46,57.72,0,1,0,0,0,0
6388,3409.15,1924.1,78.77,60.47,13,1,1,21,5,1
12341,1649.37,777.36,47.81,133.98,15,3,1,22,5,1
20616,4812.77,2493.46,40.81,95.52,6,2,1,3,1,1
21337,851.76,1225.54,57.38,90.29,19,8,3,27,5,1
10260,1991.92,1678.42,75.59,117.8,3,1,1,1,2,1
18290,467.63,1589.8,97.29,84.36,4,5,1,1,2,1
2103,2188.54,724.1,45.44,65.94,10,2,3,27,5,1
22626,1942.78,1176.63,74.49,125.91,15,3,2,16,5,1
13386,1392.96,818.05,77.76,50.25,2,1,0,0,2,1
24785,1449.03,2636.66,73.24,71.71,18,5,2,23,5,1
9297,381.57,1004.32,25.46,78.19,1,2,19,5,4,1
11736,80.72,500.64,32.26,38.59,1,2,13,4,4,1
4294,1721.74,1318.13,67.6,92.81,2,2,17,5,4,1
7109,179.21,583.86,42.92,64.29,5,9,3,1,3,1
31524,4524.32,746.59,54.02,142.64,4,4,2,3,1,1
2327,2331.18,116.11,76.97,78.15,0,1,1,4,2,1
2422,1443.69,657.33,99.07,96.59,2,2,2,1,2,1
7418,710.17,211.83,45.83,46.03,2,9,1,4,3,1
10246,4809.6,3317.07,58.87,115.74,2,3,0,0,1,1
12816,865.38,1966.76,94.49,107.26,3,2,0,0,2,1
5675,23.07,588.31,33.27,83.19,5,8,2,3,3,1
4296,1212.55,321.24,77.04,96.29,0,5,3,0,2,1
3292,892.51,392.58,34.91,47.63,0,1,0,0,0,0
8084,2010.81,1770.8,75.78,49.3,0,1,0,0,2,1
9130,126.69,441.94,53.87,66.73,0,0,0,0,0,0
4530,1376.84,537.21,34.18,49.16,0,1,24,6,4,1
6520,155.26,621.86,54.47,57.14,9,9,2,1,3,1
25077,1010.6,381.08,72.96,97.87,16,8,2,19,5,1
10842,770.08,953.79,28.03,24.71,0,1,0,0,0,0
22709,4140.17,3288.12,73.9,86.5,2,0,2,0,1,1
14020,1126.3,918.47,51.62,50.03,0,1,0,0,0,0
12192,622.69,837.54,66.72,19.66,2,3,19,3,4,1
15837,1935.82,1758.28,52.61,149.22,2,3,1,4,1,1
16413,2350.69,348.9,81.57,66.81,4,2,1,1,2,1
27960,3276.86,3670.79,41.59,87.46,3,2,3,3,1,1
6883,565.6,556.8,61.33,15.61,7,14,3,1,3,1
40155,2462.29,2469.49,46.9,115.06,3,3,1,1,1,1
7317,3357.75,2145.31,51.93,106.25,19,8,0,26,5,1
2535,314.93,1030.07,45.14,108.01,0,2,26,4,4,1
18570,171.73,1046.6,97.65,56.85,1,2,0,0,2,1
13696,1965.71,127.27,39.04,109.91,0,4,14,9,4,1
11660,33.68,702.04,32.59,3.24,0,0,0,0,0,0
2205,1756.1,227.35,32.3,12.77,0,1,20,5,4,1
12477,389.58,846.43,25.7,65.16,0,0,0,0,0,0
42488,2909.79,1324.71,41.44,122.79,5,1,0,4,1,1
9780,1940.06,1131.26,93.02,79.54,4,1,1,0,2,1
14184,2379.0,605.99,94.02,80.45,3,3,1,1,2,1
41061,3194.51,1040.32,71.81,93.93,4,5,2,1,1,1
9266,1111.54,1734.53,36.92,62.43,1,3,17,7,4,1
7591,543.84,491.16,38.21,84.76,15,3,4,19,5,1
8892,1145.57,150.86,46.25,5.43,0,0,0,0,0,0
22530,212.03,2707.05,66.89,99.58,19,4,0,32,5,1
7382,583.99,660.27,49.71,79.74,5,9,2,0,3,1
654,282.28,257.41,60.58,78.84,6,8,3,2,3,1
12387,1062.14,852.34,50.91,109.19,12,4,1,14,5,1
1827,1628.97,1041.32,60.24,94.24,1,3,15,2,4,1
43690,4321.71,3417.03,44.59,121.47,1,8,0,2,1,1
6871,205.25,376.33,40.56,32.85,5,8,0,3,3,1
13089,1416.31,385.07,40.79,13.28,1,1,19,6,4,1
22127,337.64,753.63,89.76,69.87,2,2,2,0,2,1
2539,2459.81,1346.28,78.21,111.07,1,4,0,2,2,1
14399,1166.71,804.86,33.65,11.33,1,2,23,3,4,1
20184,126.57,1980.78,75.14,53.73,3,1,0,0,2,1
4571,318.67,96.72,27.7,15.46,0,0,0,0,0,0
32335,3567.9,2097.54,56.54,94.8,3,4,1,1,1,1
8993,109.08,727.31,34.35,62.63,0,0,0,0,0,0
13541,3366.0,995.53,49.14,84.74,16,1,2,22,5,1
40892,4471.26,4414.2,57.92,138.15,2,3,3,0,1,1
13910,874.23,269.82,84.69,88.71,0,1,0,2,2,1
1694,1126.19,1348.52,48.13,52.84,18,5,1,18,5,1
2489,873.43,237.53,25.03,57.22,0,0,0,0,0,0
11855,1153.15,204.96,53.54,79.59,0,2,0,0,0,0
3062,631.04,77.29,30.44,76.58,0,1,0,0,0,0
12832,95.92,40.35,32.73,37.01,0,2,0,0,0,0
4817,474.56,195.45,43.2,37.84,5,11,1,3,3,1
7914,630.81,441.5,41.78,10.45,4,10,2,5,3,1
11816,1336.67,4362.8,67.98,114.5,4,3,0,2,1,1
6611,333.24,198.7,30.54,27.37,0,0,0,0,0,0
5721,2044.52,904.67,51.77,125.24,16,5,1,16,5,1
5595,2116.57,1524.98,66.88,70.84,12,2,0,18,5,1
39023,4024.54,2794.15,59.59,91.64,2,1,0,2,1,1
11846,3153.92,2875.22,56.73,118.43,4,2,1,4,1,1
4704,187.37,386.88,46.08,77.29,4,13,0,2,3,1
4057,1631.53,636.27,66.26,108.44,2,4,16,3,4,1
13778,595.25,117.78,26.78,104.65,1,1,25,5,4,1
7201,1070.59,1459.9,62.48,104.61,0,6,17,6,4,1
1224,603.3,391.27,50.97,38.08,0,0,0,0,0,0
12690,1479.79,1442.78,92.47,46.98,3,2,0,2,2,1
19900,393.39,1370.41,72.34,77.8,18,6,2,16,5,1
10535,866.03,891.36,27.38,58.52,0,0,0,0,0,0
14143,1773.63,1647.31,99.22,117.68,3,4,1,0,2,1
13479,471.92,677.39,32.8,27.62,0,1,0,0,0,0
15746,1379.64,1381.42,44.57,105.48,1,3,20,6,4,1
4241,175.77,342.53,58.29,54.87,8,16,2,2,3,1
4570,203.23,196.47,46.92,12.49,0,0,0,0,0,0
7021,771.02,413.9,64.43,19.51,7,17,0,4,3,1
19361,757.64,131.92,38.31,21.84,3,5,20,6,4,1
24382,357.78,856.96,96.76,114.96,1,0,0,0,2,1
22449,952.23,1020.41,88.49,84.24,3,2,0,0,2,1
6103,626.9,1194.4,36.82,41.78,0,3,18,2,4,1
2644,272.16,247.56,48.01,48.73,6,10,3,1,3,1
14649,1807.33,1338.35,27.79,52.0,0,3,18,4,4,1
12430,737.34,1401.62,96.57,61.58,2,2,2,2,2,1
7148,1761.58,1006.75,85.53,74.56,4,5,1,2,2,1
12986,147.04,592.24,45.01,16.06,0,1,0,0,0,0
15073,1878.04,827.73,68.36,76.44,1,5,13,9,4,1
7435,235.14,1247.57,31.94,27.57,0,3,19,6,4,1
9734,771.14,500.6,25.54,26.78,0,0,0,0,0,0
18877,356.63,161.88,50.46,47.09,2,4,19,8,4,1
4116,1899.64,1935.05,66.82,80.89,14,6,0,14,5,1
25890,2928.87,1715.95,60.16,78.67,18,1,2,27,5,1
5506,708.97,94.55,38.49,60.51,0,1,0,0,0,0
19469,1438.85,390.51,40.06,48.45,1,4,21,6,4,1
4053,127.58,16.63,34.51,88.1,11,12,0,2,3,1
1234,1972.59,1595.27,50.64,41.7,3,3,22,10,4,1
1114,339.41,156.12,54.97,48.21,2,4,2,2,3,1
5122,564.91,353.25,30.58,74.83,7,12,1,2,3,1
35682,2166.71,736.25,69.33,120.85,0,1,1,1,1,1
20057,2302.66,1547.43,81.5,115.47,2,0,1,1,2,1
15565,805.7,521.05,90.43,74.38,2,1,2,1,2,1
36714,1889.16,3826.21,54.63,92.3,2,1,2,2,1,1
5256,417.83,590.16,85.55,82.04,0,3,1,0,2,1
21999,574.43,538.74,99.96,111.09,2,0,0,0,2,1
9274,637.11,312.51,60.02,45.45,1,4,28,2,4,1
22505,3617.62,1809.61,54.15,123.24,2,6,1,3,1,1
6155,650.98,2589.02,79.72,131.34,10,3,1,19,5,1
8616,2796.86,1250.79,40.11,39.46,17,3,2,14,5,1
6112,36.19,269.89,51.73,14.46,6,8,0,4,3,1
10248,2804.92,1635.2,45.59,75.26,9,4,2,25,5,1
8731,839.22,102.14,99.36,42.08,1,3,0,1,2,1
28026,2162.37,1309.06,55.82,139.1,12,1,2,25,5,1
11752,1233.28,1004.04,26.31,29.21,0,6,16,3,4,1
14028,823.55,1782.61,36.71,103.24,5,2,14,11,4,1
19321,1762.05,465.09,60.96,104.52,18,3,1,24,5,1
2577,1742.97,880.97,91.38,83.92,1,2,1,0,2,1
2623,66.2,184.68,53.68,5.63,0,0,0,0,0,0
28750,2909.07,3402.28,45.47,144.43,2,1,1,4,1,1
17910,2304.46,353.73,97.1,96.79,2,6,0,2,2,1
6328,213.17,545.72,45.58,81.09,5,6,2,5,3,1
18271,384.85,2667.59,68.44,126.3,19,6,3,18,5,1
10865,1169.31,1375.33,26.32,64.49,0,5,22,3,4,1
12146,46.12,845.37,38.81,17.41,0,0,0,0,0,0
16087,3477.19,2684.53,46.61,132.77,14,2,1,29,5,1
1902,310.42,1271.37,45.95,41.02,2,2,19,7,4,1
14524,991.2,83.5,31.79,58.42,0,0,0,0,0,0
23094,1798.97,436.22,75.19,31.36,13,3,5,28,5,1
6227,840.2,534.6,36.75,49.75,0,1,0,0,0,0
7905,1805.4,1859.86,94.09,55.33,0,4,3,1,2,1
30159,3015.25,1395.63,44.22,115.77,1,0,0,2,1,1
15789,698.06,2157.19,68.42,113.52,15,3,2,29,5,1
2415,632.18,445.1,55.73,71.26,9,7,1,4,3,1
10386,2666.79,599.38,58.73,57.26,17,3,2,19,5,1
19625,1060.88,1630.91,28.78,52.29,0,1,15,7,4,1
2758,189.92,13.14,43.8,36.48,3,12,2,3,3,1
19377,1552.19,1430.19,73.33,33.02,20,3,2,15,5,1
21566,1306.88,1474.95,70.67,34.21,17,5,3,23,5,1
4401,1568.85,1798.42,79.54,41.74,3,3,2,0,2,1
27529,982.79,652.49,51.36,85.18,2,1,0,1,1,1
4315,78.51,779.67,36.49,26.43,0,0,0,0,0,0
6925,676.39,43.22,59.1,73.92,4,16,3,7,3,1
15899,1475.98,332.75,85.41,63.86,3,5,0,1,2,1
21887,2678.41,4408.82,68.7,139.26,5,2,1,3,1,1
26763,1196.97,2741.61,60.42,132.57,3,2,0,3,1,1
7092,1136.41,254.15,45.05,59.21,0,0,0,0,0,0
41820,3457.29,2362.37,42.09,114.13,2,1,0,3,1,1
7003,263.13,489.11,38.65,6.14,10,17,3,2,3,1
36823,4024.03,3300.57,69.92,126.65,3,1,1,2,1,1
6132,1249.77,978.41,45.14,36.95,11,2,3,23,5,1
14056,1072.15,755.67,37.98,72.1,11,3,0,20,5,1
11959,971.72,139.3,53.89,50.79,0,1,0,0,0,0
39911,3233.27,2548.69,70.68,88.27,4,3,2,1,1,1
36191,1442.12,4464.78,70.44,122.59,4,5,0,1,1,1
6934,1023.21,907.19,40.19,47.53,0,1,0,0,0,0
2291,1363.5,255.15,27.39,15.28,0,5,22,2,4,1
2554,41.38,387.92,30.46,44.23,5,10,1,2,3,1
7173,859.92,78.81,54.16,1.14,0,0,0,0,0,0
7267,458.52,1751.18,56.47,107.39,15,3,1,16,5,1
7339,959.52,402.01,52.45,42.64,0,0,0,0,0,0
8763,25.19,872.84,38.4,27.44,0,0,0,0,0,0
10059,1125.14,823.71,49.28,70.75,0,1,0,0,0,0
2666,2150.43,681.54,92.18,60.3,1,5,1,1,2,1
7567,1802.93,1289.72,66.87,93.49,0,1,25,6,4,1
22726,1578.51,1290.5,97.38,78.38,4,1,1,2,2,1
9193,904.87,149.36,44.75,97.3,0,6,20,3,4,1
19317,959.43,648.19,65.9,85.47,1,1,22,6,4,1
13961,260.84,1646.75,48.48,133.41,23,9,1,15,5,1
3647,535.01,1456.33,28.79,105.6,0,1,21,3,4,1
24000,784.89,462.11,74.89,106.43,17,3,2,24,5,1
7473,488.69,60.71,39.9,9.87,0,0,0,0,0,0
19889,614.87,1422.55,90.39,56.81,2,6,0,3,2,1
11339,847.63,1791.52,55.88,48.32,1,4,17,9,4,1
7877,92.92,421.72,55.76,73.27,2,15,1,2,3,1
5648,489.36,493.31,31.59,66.7,3,12,1,1,3,1
6390,491.38,383.05,45.28,43.53,4,9,3,3,3,1
17122,2288.74,1986.95,44.27,130.8,19,8,2,17,5,1
13040,813.12,246.68,47.74,60.8,0,0,0,0,0,0
19781,1093.15,280.26,36.99,11.96,3,5,28,9,4,1
2816,616.25,1504.28,79.41,130.37,17,1,3,15,5,1
8413,3035.38,1913.99,50.19,121.74,2,6,2,1,1,1
19772,1312.58,712.76,56.63,78.89,22,4,3,25,5,1
15113,1709.39,1052.65,71.25,124.78,4,6,1,2,1,1
3741,288.7,276.94,44.64,31.21,0,0,0,0,0,0
331,14.52,13.23,40.21,78.7,7,8,2,1,3,1
39545,3640.87,1284.02,57.96,109.78,5,3,0,3,1,1
9862,4929.78,1755.58,48.41,124.66,3,1,5,0,1,1
30871,2513.75,3803.46,74.09,147.93,3,2,0,2,1,1
443,449.68,61.52,32.91,36.39,6,6,1,3,3,1
6658,753.75,391.11,62.09,32.66,6,13,2,1,3,1
22129,1325.43,1039.93,83.91,104.31,0,0,0,1,2,1
2253,868.67,1049.12,32.78,106.8,1,3,25,6,4,1
6879,477.36,179.34,47.05,52.67,6,3,2,4,3,1
19509,1412.61,650.97,85.67,107.62,2,1,1,1,2,1
11664,829.63,674.29,29.81,0.62,0,1,0,0,0,0
13854,332.6,601.69,50.98,75.74,0,0,0,0,0,0
17334,859.69,75.33,43.01,73.37,1,5,17,10,4,1
3912,117.73,120.93,47.53,39.44,4,7,5,1,3,1
8297,340.21,1735.98,59.36,88.54,2,2,22,4,4,1
18232,1670.71,4262.91,64.4,83.56,1,2,2,1,1,1
16119,1445.04,422.52,92.19,77.23,0,0,2,2,2,1
1982,688.64,218.01,47.27,2.02,0,0,0,0,0,0
17048,221.82,289.55,43.08,10.62,1,2,13,5,4,1
24032,2563.33,887.26,66.05,70.18,16,4,0,22,5,1
11628,814.43,708.6,39.68,30.63,0,0,0,0,0,0
14276,2529.34,787.45,69.07,139.79,7,0,1,1,1,1
21162,3407.31,1265.28,78.35,64.47,9,5,3,18,5,1
10430,961.13,142.05,28.32,73.77,0,1,0,0,0,0
20868,2625.83,698.59,38.31,123.88,16,1,3,22,5,1
25717,3988.13,4063.53,49.89,95.7,6,2,1,2,1,1
11450,503.8,733.19,29.06,15.81,0,0,0,0,0,0
5567,1455.45,388.51,53.47,61.65,1,1,26,1,4,1
24544,347.37,460.63,58.54,61.47,24,3,4,22,5,1
7599,2019.69,811.62,98.31,106.01,0,3,1,1,2,1
4584,365.84,481.79,59.07,10.32,2,15,1,3,3,1
6171,278.3,616.79,43.84,48.35,5,12,0,4,3,1
10959,390.66,600.69,43.14,38.41,0,1,0,0,0,0
2563,2678.47,1579.12,71.15,30.73,11,8,0,19,5,1
1564,726.15,585.92,37.04,27.05,0,0,0,0,0,0
30632,3786.47,3379.58,55.56,104.04,5,2,1,3,1,1
7382,266.26,443.31,63.58,80.09,4,13,3,4,3,1
947,714.69,180.7,59.49,57.28,4,13,2,8,3,1
4149,2771.23,1677.62,64.63,98.46,11,4,3,17,5,1
20792,2682.42,3774.5,72.12,105.04,2,2,1,5,1,1
4744,25.83,64.47,48.04,37.05,6,8,1,3,3,1
8562,1941.58,1406.86,75.31,75.88,2,1,0,0,2,1
7641,225.93,1591.18,27.95,109.92,3,1,16,5,4,1
3602,388.6,344.57,62.6,67.19,3,14,4,4,3,1
3830,1710.3,98.18,50.26,13.53,1,4,21,3,4,1
6844,55.46,619.06,49.84,12.6,0,0,0,0,0,0
7468,788.93,954.55,48.25,64.29,0,0,0,0,0,0
13723,168.41,690.29,50.33,59.97,0,0,0,0,0,0
6541,461.15,257.51,50.45,19.66,6,11,2,3,3,1
8867,985.01,139.39,30.2,27.27,0,0,0,0,0,0
2619,1601.98,123.01,44.4,95.91,0,2,25,5,4,1
8383,48.82,946.37,52.77,13.01,0,0,0,0,0,0
35152,2500.3,4428.06,45.53,127.0,3,4,1,5,1,1
24430,399.58,1064.95,92.17,115.46,5,2,1,0,2,1
3943,580.34,217.26,93.68,75.84,3,2,2,0,2,1
19345,939.26,777.52,78.92,92.78,2,1,0,1,2,1
9815,884.3,750.26,32.57,33.18,0,0,0,0,0,0
2999,801.51,444.52,53.6,48.66,0,0,0,0,0,0
6831,1184.13,151.07,39.97,49.45,0,1,0,0,0,0
14553,173.37,1568.34,82.46,48.98,4,2,0,1,2,1
2447,1761.59,1668.64,26.19,19.95,0,2,17,8,4,1
1205,228.54,361.67,40.51,24.2,3,5,1,0,3,1
49052,2451.7,940.2,63.42,137.56,3,3,2,1,1,1
12548,511.29,639.82,48.57,9.47,0,0,0,0,0,0
9084,3274.15,2934.45,38.32,134.82,8,4,1,22,5,1
8122,445.57,809.04,40.7,9.34,0,0,0,0,0,0
17752,3083.92,1023.26,78.66,52.98,13,9,2,23,5,1
9408,1195.0,295.92,29.48,19.28,0,1,0,0,0,0
5691,676.6,937.45,26.57,33.5,0,0,0,0,0,0
9152,1830.9,967.04,81.59,90.3,1,2,0,2,2,1
36375,2658.65,4438.7,42.09,123.9,3,4,1,2,1,1
30791,1050.92,1676.25,65.97,123.21,4,4,1,2,1,1
15510,1803.64,731.85,98.51,53.74,2,1,2,0,2,1
2129,233.77,861.07,32.73,18.11,0,0,0,0,0,0
6187,242.3,168.62,37.18,44.04,5,10,5,3,3,1
13364,1035.12,867.38,25.3,62.24,0,0,0,0,0,0
3292,730.59,363.16,41.01,62.54,0,1,0,0,0,0
17676,1757.23,2675.48,64.71,122.79,21,2,0,19,5,1
13826,413.42,167.08,64.7,69.52,1,3,16,3,4,1
2523,401.6,321.44,40.36,75.26,0,0,0,0,0,0
5209,397.85,594.36,38.0,78.75,0,0,0,0,0,0
6965,854.88,2436.41,72.06,112.2,24,4,3,29,5,1
4533,283.4,453.67,30.57,90.8,0,3,15,3,4,1
20496,684.53,163.64,76.22,73.48,0,0,0,1,2,1
7769,279.65,269.43,47.96,75.89,5,8,2,2,3,1
16265,1311.8,269.16,98.48,92.34,2,0,0,1,2,1
14443,244.44,1714.26,42.41,106.07,1,2,13,6,4,1
20623,1541.23,1688.18,82.89,51.15,7,5,0,1,2,1
48326,4219.75,2116.46,69.78,124.56,2,1,0,1,1,1
10565,1016.14,1748.39,87.79,91.91,3,3,2,2,2,1
19289,3310.24,2695.1,75.62,115.78,14,3,0,17,5,1
4368,342.57,895.63,97.7,47.27,2,2,1,2,2,1
17692,1938.69,771.31,57.65,33.81,2,2,19,4,4,1
34811,3540.67,1175.55,57.1,147.47,5,5,0,2,1,1
16207,1412.91,357.84,39.3,115.36,12,4,1,20,5,1
12948,413.34,797.7,27.32,22.59,0,0,0,0,0,0
37319,4430.51,962.41,68.01,96.76,4,3,1,3,1,1
6067,1058.25,807.69,43.08,23.67,0,2,0,0,0,0
4321,924.17,430.94,38.72,41.41,0,1,0,0,0,0
7854,276.92,37.53,46.5,48.78,4,13,1,1,3,1
9080,1467.44,672.99,53.94,118.66,20,5,0,16,5,1
21389,965.29,356.76,81.6,100.29,2,2,1,1,2,1
45971,4951.94,3569.65,42.82,126.21,2,3,1,1,1,1
18720,1298.0,1640.23,67.65,117.26,14,5,2,16,5,1
6419,2452.27,1987.48,98.22,111.59,2,4,1,0,2,1
10188,747.29,678.78,48.32,44.53,0,1,0,0,0,0
12464,1211.17,1687.95,51.1,43.15,20,5,1,17,5,1
10417,355.99,618.62,52.08,76.98,0,1,0,0,0,0
10645,722.73,1292.16,65.62,44.31,0,2,20,3,4,1
27584,1291.01,1201.23,69.24,127.83,2,5,2,1,1,1
5706,553.18,458.23,47.19,36.31,6,10,0,5,3,1
6774,779.54,308.36,42.44,6.49,4,16,8,1,3,1
25061,3214.62,1428.42,47.29,88.78,1,3,1,1,1,1
3981,234.16,357.41,52.92,63.97,0,0,0,0,0,0
7736,1349.55,924.91,90.02,100.7,6,5,1,0,2,1
42118,4462.32,3104.44,57.72,147.01,4,4,2,2,1,1
22101,2044.48,614.16,90.1,51.56,1,4,1,1,2,1
4893,311.77,347.01,50.46,63.9,5,11,4,0,3,1
28320,4221.75,2358.46,59.55,80.19,2,2,0,1,1,1
17889,929.13,1180.59,95.26,54.92,4,2,1,1,2,1
13636,2329.58,319.08,97.31,82.38,0,1,1,1,2,1
2213,1036.42,1536.05,53.5,17.87,1,2,30,5,4,1
2967,644.73,208.89,45.32,41.33,7,10,3,3,3,1
22882,846.5,697.41,47.97,87.4,7,3,1,19,5,1
11644,1207.53,1064.94,97.69,78.79,2,2,0,1,2,1
22836,837.0,2672.27,73.35,90.83,8,2,0,3,1,1
4952,730.53,431.75,43.99,53.73,6,6,1,3,3,1
11563,1685.12,1649.2,82.61,116.34,0,1,1,2,2,1
18961,108.8,1638.52,41.77,26.16,0,3,16,7,4,1
3294,213.42,402.66,47.28,52.57,8,10,2,2,3,1
9206,1443.63,2060.47,70.07,40.45,14,6,3,24,5,1
12934,4121.17,1382.91,54.4,122.06,1,2,4,2,1,1
26285,2068.54,1480.77,50.33,44.97,18,7,1,15,5,1
9381,2223.49,1598.82,47.79,93.99,3,2,2,3,1,1
15981,522.08,1515.56,65.52,29.67,3,4,19,4,4,1
18231,241.71,812.58,33.07,11.68,3,3,21,10,4,1
11188,883.51,1017.92,44.58,12.31,0,1,26,5,4,1
34596,2232.62,3738.42,73.45,148.85,2,0,2,3,1,1
1180,114.63,234.5,57.81,72.53,10,11,2,2,3,1
4559,672.56,101.44,37.91,68.99,3,7,0,1,3,1
48683,1040.87,2323.28,65.83,133.82,4,2,0,3,1,1
33410,1890.0,4244.45,58.27,92.14,1,0,1,2,1,1
27964,2306.16,2802.52,46.44,70.04,20,9,2,16,5,1
1487,402.84,109.97,28.68,69.16,5,11,1,2,3,1
39435,1726.38,2527.2,67.37,126.21,2,1,5,1,1,1
7511,889.49,284.69,33.45,77.07,0,0,0,0,0,0
1022,430.99,270.68,60.61,41.11,2,12,0,1,3,1
24413,1960.87,680.85,87.67,99.3,1,2,0,2,2,1
4142,934.97,1644.48,88.44,84.36,1,2,0,2,2,1
6918,723.22,846.21,47.11,52.45,1,4,14,5,4,1
